iter	MultiClass
483	0.4247924888
484	0.4241806511
485	0.423552683
486	0.4228542652
487	0.4222964197
488	0.4217002732
489	0.4210786958
490	0.420289515
491	0.4195942939
492	0.4190541056
493	0.4185637269
494	0.417681468
495	0.4168976957
496	0.4158717147
497	0.4153410125
498	0.4147792909
499	0.4142042997
500	0.4136276478
501	0.4128088905
502	0.4121431158
503	0.4116023102
504	0.4109283425
505	0.410376168
506	0.4096373537
507	0.4090775286
508	0.4085380129
509	0.4079612899
510	0.4073777303
511	0.4068521239
512	0.4062477853
513	0.405773361
514	0.4051451913
515	0.4046939458
516	0.4039414303
517	0.4029702254
518	0.4023994709
519	0.4018173547
520	0.4013431938
521	0.400683637
522	0.4000085106
523	0.3994429551
524	0.3987144597
525	0.3980698784
526	0.3973736909
527	0.3967936916
528	0.3961819988
529	0.3954274445
530	0.3947997483
531	0.3942014924
532	0.3934834358
533	0.3929764151
534	0.3921856435
535	0.3916532185
536	0.39120691
537	0.3907136165
538	0.3902722517
539	0.3894736366
540	0.3887749095
541	0.3880257105
542	0.3873602898
543	0.3866751823
544	0.3860119776
545	0.3855043911
546	0.3847714091
547	0.3841498976
548	0.383636684
549	0.3831193568
550	0.3826128493
551	0.3818713674
552	0.3811599556
553	0.3805746434
554	0.3800331359
555	0.3791514341
556	0.3786604138
557	0.3779762881
558	0.3772901954
559	0.3765165182
560	0.3757977115
561	0.3750977542
562	0.374575014
563	0.3739018196
564	0.3733374114
565	0.3724710898
566	0.3718803316
567	0.3711505572
568	0.3703995105
569	0.3696051505
570	0.368925526
571	0.3683193616
572	0.3677921354
573	0.3673934392
574	0.3667395279
575	0.3658615135
576	0.3652494607
577	0.3645077586
578	0.3638960125
579	0.3631975532
580	0.3623566805
581	0.3617805853
582	0.3611742145
583	0.3605003786
584	0.3600285648
585	0.3592646027
586	0.3586009
587	0.3578049241
588	0.3572076938
589	0.3567434539
590	0.3559315856
591	0.3553340283
592	0.3547726507
593	0.3542689906
594	0.3537422956
595	0.3530000748
596	0.3526752126
597	0.3520344487
598	0.3515714579
599	0.3511324718
600	0.3504629293
601	0.3497649167
602	0.3490551608
603	0.3485985466
604	0.3479077734
605	0.3473582142
606	0.3468881604
607	0.3461954097
608	0.3456691648
609	0.3449222556
610	0.3444073967
611	0.3438601526
612	0.3434408982
613	0.3430057499
614	0.3424623206
615	0.3418030015
616	0.3413508537
617	0.3408322037
618	0.3400879316
619	0.3395367977
620	0.3388148991
621	0.3383732403
622	0.3379250447
623	0.3375271791
624	0.3368911468
625	0.3361650909
626	0.3357205552
627	0.3351692251
628	0.3346636194
629	0.3341237406
630	0.333493663
631	0.3328611137
632	0.3324683794
633	0.3319653823
634	0.3313475856
635	0.3308849919
636	0.3304730577
637	0.3298783072
638	0.3293030965
639	0.328715753
640	0.3281185426
641	0.3273463203
642	0.3267709093
643	0.326244839
644	0.3255579325
645	0.325230548
646	0.3247786559
647	0.3241227323
648	0.3236524963
649	0.3232130261
650	0.3227949334
651	0.3222899547
652	0.3218875322
653	0.3214968678
654	0.3209450576
655	0.3203712231
656	0.3198823213
657	0.3192416793
658	0.3186625645
659	0.3182069243
660	0.3177146787
661	0.3173105851
662	0.3168707914
663	0.3163036718
664	0.3159198721
665	0.3154192756
666	0.3149985555
667	0.3144455702
668	0.3139056262
669	0.3134628252
670	0.3129124143
671	0.312481888
672	0.3118373679
673	0.3113645516
674	0.3108248651
675	0.3102211413
676	0.30978601
677	0.3092740717
678	0.3087709151
679	0.3084219553
680	0.3079101598
681	0.3074226423
682	0.3068963876
683	0.3063429266
684	0.3059947144
685	0.3056387229
686	0.30514802
687	0.304774876
688	0.3042096576
689	0.3035444978
690	0.3030961353
691	0.3024874017
692	0.3021125778
693	0.3017152753
694	0.3010799265
695	0.3004643637
696	0.2998600454
697	0.2993680595
698	0.2991764544
699	0.2987795502
700	0.2983396116
701	0.2979898966
702	0.297598665
703	0.2969548533
704	0.2965120212
705	0.2960961236
706	0.2954783574
707	0.2949669196
708	0.294579754
709	0.2940348674
710	0.2937010075
711	0.2931972782
712	0.2927935382
713	0.2923635537
714	0.2919460455
715	0.2914971367
716	0.2910749541
717	0.2905611863
718	0.290229587
719	0.2898287247
720	0.2892447565
721	0.288891457
722	0.2884640331
723	0.2879129219
724	0.2874572237
725	0.2870295116
726	0.2865394519
727	0.2861741172
728	0.2857269681
729	0.28515122
730	0.2846827244
731	0.2841348366
732	0.2836391473
733	0.2832705272
734	0.2827306409
735	0.2822919214
736	0.2818987344
737	0.2813182902
738	0.2810243942
739	0.2806271807
740	0.2802077452
741	0.2798716745
742	0.2793263513
743	0.2790549906
744	0.2787641418
745	0.278225038
746	0.2778955054
747	0.2774822669
748	0.2771668503
749	0.2767049251
750	0.2763665984
751	0.27604565
752	0.2756729426
753	0.2753484508
754	0.27476952
755	0.274349323
756	0.2740337225
757	0.2736109256
758	0.2732148186
759	0.2728247421
760	0.2723793995
761	0.27212281
762	0.2717147502
763	0.2714051092
764	0.2710620415
765	0.2708063849
766	0.2705031425
767	0.2701797103
768	0.2697933939
769	0.2694327173
770	0.2689749892
771	0.2686052303
772	0.2682212569
773	0.2679253929
774	0.2675271095
775	0.267016805
776	0.2665509391
777	0.2661022978
778	0.2656985507
779	0.2652584008
780	0.2648988638
781	0.2645909679
782	0.2641553495
783	0.263813837
784	0.2633609791
785	0.2629624565
786	0.2626148757
787	0.2623130532
788	0.2620234348
789	0.2617965266
790	0.2614082926
791	0.2611459757
792	0.2608530736
793	0.2605033094
794	0.2601660645
795	0.2599693354
796	0.2597903762
797	0.2596524968
798	0.2592448142
799	0.2589323102
800	0.2585896375
801	0.2582016301
802	0.2577921831
803	0.2573670032
804	0.2569186071
805	0.256595811
806	0.2560811818
807	0.2557382147
808	0.2554489036
809	0.2550936594
810	0.2547804476
811	0.2543642126
812	0.2539904318
813	0.2537162296
814	0.2534217228
815	0.2530362647
816	0.2527232152
817	0.2523124593
818	0.2519018919
819	0.2515578568
820	0.2512527336
821	0.2508598739
822	0.250580242
823	0.2501341659
824	0.2498319009
825	0.2495287074
826	0.2492460103
827	0.2489441735
828	0.2486303852
829	0.2482952969
830	0.2479969208
831	0.2477076259
832	0.2474515645
833	0.2472694736
834	0.2468824333
835	0.2465570668
836	0.2461919954
837	0.2458267551
838	0.2455664158
839	0.2453157892
840	0.2451214782
841	0.2447135676
842	0.2444423254
843	0.2441769825
844	0.2437802064
845	0.2434005361
846	0.2431094591
847	0.2428142329
848	0.2425097477
849	0.2421485545
850	0.2418951065
851	0.2416343943
852	0.241373677
853	0.2410872219
854	0.2407523257
855	0.240235127
856	0.2399227456
857	0.2395369819
858	0.2392969898
859	0.2390254869
860	0.2387374526
861	0.2384303592
862	0.2380610616
863	0.237808163
864	0.2373693784
865	0.2369802465
866	0.2368196399
867	0.2365623079
868	0.236214244
869	0.2359518339
870	0.2356916587
871	0.2353332144
872	0.2350791573
873	0.2347767813
874	0.2346921956
875	0.2344815242
876	0.2341287092
877	0.2337938388
878	0.233448666
879	0.2331934457
880	0.2330119186
881	0.2328109445
882	0.2325455765
883	0.2322821824
884	0.232038565
885	0.2319301484
886	0.2316260447
887	0.231397538
888	0.2310559938
889	0.230732323
890	0.2303556249
891	0.2303161544
892	0.2299887195
893	0.2297448969
894	0.2294680862
895	0.2292158388
896	0.2288974651
897	0.2286037778
898	0.2283519337
899	0.2281588882
900	0.2278984554
901	0.227607047
902	0.2273113558
903	0.2271519526
904	0.2268710877
905	0.2265958277
906	0.2262872613
907	0.2259303401
908	0.2255842196
909	0.2253608695
910	0.2251462049
911	0.2248734383
912	0.2245742799
913	0.2242608457
914	0.2240207485
915	0.2237733841
916	0.2234979105
917	0.2232241655
918	0.2229850018
919	0.2228337336
920	0.2224765086
921	0.2221061955
922	0.2218381073
923	0.221643282
924	0.2214443305
925	0.2211360436
926	0.2208295882
927	0.2205446255
928	0.2202257123
929	0.2199640271
930	0.2195993403
931	0.2194074198
932	0.2191508333
933	0.2188904344
934	0.2186270226
935	0.2183818093
936	0.2181897622
937	0.2181280172
938	0.2180576499
939	0.2178034485
940	0.21751913
941	0.2172141236
942	0.2169817547
943	0.2167424483
944	0.2165025995
945	0.216274404
946	0.2160754921
947	0.2158325783
948	0.2155028971
949	0.2152004406
950	0.21500757
951	0.2146904654
952	0.2144732766
953	0.2141763505
954	0.2138172182
955	0.2134177097
956	0.213127787
957	0.2128553755
958	0.2127147863
959	0.2126739429
960	0.2125043245
961	0.2123080662
962	0.2121069856
963	0.2118977509
964	0.2115059377
965	0.2113213046
966	0.2110473507
967	0.2108330937
968	0.210603901
969	0.2103439813
970	0.2102012083
971	0.2099876529
972	0.2096801432
973	0.209435828
974	0.2091023437
975	0.208902066
976	0.2086275899
977	0.2084236826
978	0.2081695673
979	0.2079015379
980	0.2076820503
981	0.2074319187
982	0.2072470954
983	0.2069625655
984	0.2066475326
985	0.2063526849
986	0.2060907598
987	0.2059402808
988	0.2057567743
989	0.2055157543
990	0.2052569638
991	0.2049455547
992	0.2048582192
993	0.2047885866
994	0.2045347362
995	0.2044284811
996	0.2043400847
997	0.2041378544
998	0.204032838
999	0.2037720781
1000	0.203611284
1001	0.2033982646
1002	0.2031358721
1003	0.2029483028
1004	0.2027039419
1005	0.2024903494
1006	0.2024353646
1007	0.2022206569
1008	0.2019958611
1009	0.2019648954
1010	0.2017438274
1011	0.2015165908
1012	0.2012025354
1013	0.2009694552
1014	0.2007868024
1015	0.200516859
1016	0.2002798196
1017	0.2001837102
1018	0.2000134631
1019	0.1999737318
1020	0.1997102312
1021	0.1994933805
1022	0.1993396943
1023	0.1991541588
1024	0.1989335201
1025	0.1988281228
1026	0.1986611766
1027	0.1984353983
1028	0.1981539179
1029	0.1980196528
1030	0.1977820626
1031	0.1974873293
1032	0.197230428
1033	0.1970476227
1034	0.1967676448
1035	0.1966200989
1036	0.1963363282
1037	0.1961473082
1038	0.1959071544
1039	0.1958583866
1040	0.1956786534
1041	0.1954173537
1042	0.1952129722
1043	0.1949256408
1044	0.1947149226
1045	0.1945061355
1046	0.1942789387
1047	0.1942366607
1048	0.1939901489
1049	0.1937815311
1050	0.1937322198
1051	0.1934604446
1052	0.1932433715
1053	0.1930381906
1054	0.1929605495
1055	0.1927654014
1056	0.1925730882
1057	0.1924245125
1058	0.1922454499
1059	0.1920444802
1060	0.1917682869
1061	0.1916413402
1062	0.1914845697
1063	0.1913032347
1064	0.1910442641
1065	0.1908043452
1066	0.1904657669
1067	0.190338521
1068	0.1901565211
1069	0.1899024418
1070	0.189727518
1071	0.1895106378
1072	0.1892210294
1073	0.1890552612
1074	0.1888684668
1075	0.1886984191
1076	0.1885242974
1077	0.188356543
1078	0.1881760893
1079	0.1879201792
1080	0.1876796146
1081	0.1874354373
1082	0.1871580577
1083	0.1869269263
1084	0.1867646126
1085	0.1866043819
1086	0.1863694121
1087	0.186149052
1088	0.1859575804
1089	0.1858147069
1090	0.1855773126
1091	0.1854750206
1092	0.1853162674
1093	0.185142514
1094	0.1849686069
1095	0.184929509
1096	0.1848420087
1097	0.1847834361
1098	0.1845785423
1099	0.1843882611
1100	0.1842078303
1101	0.18402566
1102	0.1838324592
1103	0.1836658368
1104	0.1833765172
1105	0.1831541279
1106	0.1829675539
1107	0.1827712013
1108	0.1825323558
1109	0.1823796355
1110	0.182188026
1111	0.1819573334
1112	0.1817155821
1113	0.1815335447
1114	0.1813660425
1115	0.1811814452
1116	0.180956492
1117	0.1808045983
1118	0.1805910237
1119	0.1803786245
1120	0.1803375797
1121	0.180182697
1122	0.1799697513
1123	0.1797581281
1124	0.1795439874
1125	0.1794020216
1126	0.1791178139
1127	0.1789370166
1128	0.1787427544
1129	0.1785726719
1130	0.1784281549
1131	0.1782378323
1132	0.1781053225
1133	0.1779512594
1134	0.1777910766
1135	0.1776528139
1136	0.1774982607
1137	0.1773772496
1138	0.177192542
1139	0.1770164426
1140	0.1769749494
1141	0.1767405052
1142	0.1765699371
1143	0.1763632306
1144	0.1762053616
1145	0.1760670067
1146	0.175956867
1147	0.1758503407
1148	0.1756909822
1149	0.1754798793
1150	0.1753320128
1151	0.1751813362
1152	0.1750361578
1153	0.1748768822
1154	0.1747343318
1155	0.1745624057
1156	0.1744170452
1157	0.1742245255
1158	0.1740483642
1159	0.1738845632
1160	0.1737175639
1161	0.1736792756
1162	0.1735444489
1163	0.1733499561
1164	0.1731857459
1165	0.1730495143
1166	0.1728764615
1167	0.1726439062
1168	0.1723788553
1169	0.1721827193
1170	0.1720701111
1171	0.1718969113
1172	0.1717711964
1173	0.1717474089
1174	0.1716024616
1175	0.1713980616
1176	0.1711925857
1177	0.1710423967
1178	0.1708832897
1179	0.1707405349
1180	0.170567311
1181	0.1704235903
1182	0.1702574897
1183	0.1701129056
1184	0.1700467891
1185	0.1699082157
1186	0.1696690513
1187	0.1695643014
1188	0.1694654235
1189	0.1692876421
1190	0.1691335419
1191	0.1689556582
1192	0.1687565276
1193	0.1685977588
1194	0.1683289694
1195	0.1681032166
1196	0.167922534
1197	0.1677647454
1198	0.1677027662
1199	0.1675891406
